loan_id,borrower_id,loan_type,disbursement_date,loan_amount,interest_rate,tenure_months,emi,outstanding_principal,dpd_bucket,months_active,base_risk_score,vintage,ticket_size,payment_delayed_5d,partial_payment,segment_high_default
LN00735,BR69942,Home,2023-01-26,1378000.0,10.83,180,15515.52,1117711.11,Current,40,0.03,24M+,10-50L,True,False,False
LN00736,BR85066,Business,2023-01-02,1760000.0,20.58,60,47199.04,762666.67,Current,40,0.1958,24M+,10-50L,True,True,False
LN00737,BR58085,Personal,2024-08-01,733000.0,20.68,12,68139.87,109950.0,90+ DPD,12,0.2168,6-12M,2-10L,True,True,True
LN00738,BR67850,Auto,2025-11-07,232000.0,14.74,84,4443.07,217914.29,Current,6,0.1474,0-6M,2-10L,True,False,False
LN00739,BR23423,Auto,2024-11-10,749000.0,13.81,84,13957.77,612575.0,Current,18,0.0981,12-24M,2-10L,False,False,False
LN00740,BR14224,Personal,2024-06-01,705000.0,12.02,24,33193.38,130718.75,Current,23,0.1302,12-24M,2-10L,True,False,False
LN00741,BR21401,Auto,2024-08-11,1173000.0,8.68,72,20958.14,882193.75,Current,21,0.08,12-24M,10-50L,True,True,False
LN00742,BR41056,Personal,2025-06-05,59000.0,16.83,48,1697.26,47507.29,90+ DPD,11,0.2283,6-12M,<2L,True,True,False
LN00743,BR89988,Personal,2022-10-15,499000.0,14.51,24,24078.83,74850.0,Current,24,0.1551,12-24M,2-10L,True,True,False
LN00744,BR37082,Personal,2025-02-26,607000.0,11.15,48,15732.49,445765.62,Current,15,0.13,12-24M,2-10L,True,True,False
LN00745,BR79767,Business,2025-10-02,4335000.0,18.68,36,158203.36,3618520.83,Current,7,0.1768,6-12M,10-50L,True,False,False
LN00746,BR52421,Home,2022-09-27,9031000.0,8.33,240,77404.14,7623669.17,Current,44,0.03,24M+,50L+,True,True,False
LN00747,BR77425,Personal,2024-06-18,230000.0,21.23,36,8692.45,105097.22,Current,23,0.2223,12-24M,2-10L,True,True,True
LN00748,BR63948,Personal,2025-04-29,487000.0,23.94,12,46036.38,73050.0,30 DPD,12,0.2494,6-12M,2-10L,True,False,True
LN00749,BR26631,Business,2024-07-13,2847000.0,12.64,24,134870.66,628712.5,Current,22,0.1164,12-24M,10-50L,True,False,False
LN00750,BR52217,Auto,2024-09-07,1278000.0,8.8,48,31681.86,825375.0,Current,20,0.08,12-24M,10-50L,False,False,False
LN00751,BR85684,Personal,2023-11-19,732000.0,19.53,24,37087.87,109800.0,30 DPD,24,0.2053,12-24M,2-10L,True,True,True
LN00752,BR69243,Auto,2022-07-26,1782000.0,12.0,60,39639.61,620730.0,30 DPD,46,0.08,24M+,10-50L,True,True,False
LN00753,BR22202,Home,2022-07-14,4874000.0,8.93,120,61557.28,3285888.33,30 DPD,46,0.06,24M+,10-50L,True,True,False
LN00754,BR58374,Home,2023-03-13,7965000.0,10.21,300,73560.46,7107435.0,60 DPD,38,0.03,24M+,50L+,True,False,False
LN00755,BR10324,Business,2023-05-08,2495000.0,18.07,60,63451.65,1222550.0,Current,36,0.1707,24M+,10-50L,True,True,False
LN00756,BR56952,Home,2023-07-08,6325000.0,10.66,120,85914.04,4801729.17,Current,34,0.06,24M+,50L+,False,False,False
LN00757,BR66314,Personal,2023-02-02,434000.0,11.91,12,38542.1,65100.0,90+ DPD,12,0.13,6-12M,2-10L,True,True,False
LN00758,BR47171,Personal,2023-04-24,416000.0,19.31,24,21032.69,62400.0,Current,24,0.2031,12-24M,2-10L,True,True,True
LN00759,BR84205,Business,2023-01-07,3203000.0,19.44,48,96515.35,934208.33,60 DPD,40,0.1844,24M+,10-50L,True,False,False
LN00760,BR16345,Home,2024-02-28,6707000.0,7.82,300,50968.52,6193914.5,Current,27,0.03,24M+,50L+,False,False,False
LN00761,BR70238,Personal,2025-07-12,321000.0,16.88,12,29258.45,93625.0,Current,10,0.1788,6-12M,2-10L,True,True,False
LN00762,BR30707,Personal,2025-05-22,155000.0,14.24,12,13934.51,23250.0,Current,12,0.2024,6-12M,<2L,True,True,False
LN00763,BR66072,Business,2023-07-12,1991000.0,16.82,60,49288.98,1032001.67,Closed,34,0.1582,24M+,10-50L,False,False,False
LN00764,BR49566,Personal,2025-05-06,508000.0,14.29,24,24460.2,292100.0,Current,12,0.1529,6-12M,2-10L,True,True,False
LN00765,BR57242,Personal,2024-07-19,437000.0,10.57,24,20280.49,96504.17,90+ DPD,22,0.13,12-24M,2-10L,True,True,False
LN00766,BR95054,Personal,2025-08-16,214000.0,11.0,36,7006.09,168525.0,Current,9,0.13,6-12M,2-10L,True,False,False
LN00767,BR50043,Personal,2025-10-17,304000.0,21.33,24,15670.56,228633.33,30 DPD,7,0.2233,6-12M,2-10L,True,True,True
LN00768,BR22475,Home,2023-09-05,5614000.0,8.82,180,56341.36,4765662.22,Current,32,0.03,24M+,50L+,False,False,False
LN00769,BR27393,Business,2024-11-20,2287000.0,12.87,24,108588.55,829037.5,Current,18,0.1187,12-24M,10-50L,True,True,False
LN00770,BR11217,Home,2023-03-05,2025000.0,9.05,180,20599.17,1661625.0,Current,38,0.03,24M+,10-50L,False,False,False
LN00771,BR65353,Home,2024-02-28,8868000.0,9.72,120,115820.61,7171995.0,Current,27,0.06,24M+,50L+,False,False,False
LN00772,BR60209,Auto,2023-05-29,1987000.0,8.92,48,49371.13,720287.5,60 DPD,36,0.08,24M+,10-50L,True,False,False
LN00773,BR58177,Personal,2025-07-06,346000.0,16.19,12,31423.99,100916.67,Current,10,0.1719,6-12M,2-10L,True,True,False
LN00774,BR27451,Home,2025-04-26,9168000.0,10.71,240,92828.35,8745890.0,Current,13,0.03,12-24M,50L+,True,False,False
LN00775,BR11110,Home,2025-09-13,3784000.0,11.21,180,43509.13,3641048.89,60 DPD,8,0.03,6-12M,10-50L,True,False,False
LN00776,BR37925,Business,2023-08-14,4195000.0,12.02,36,139374.11,926395.83,Current,33,0.1102,24M+,10-50L,True,True,False
LN00777,BR67984,Home,2023-10-11,1460000.0,8.66,180,14514.46,1246272.22,90+ DPD,31,0.03,24M+,10-50L,True,False,False
LN00778,BR28351,Personal,2025-08-07,503000.0,19.77,24,25544.11,342668.75,60 DPD,9,0.2077,6-12M,2-10L,True,True,True
LN00779,BR56076,Personal,2022-10-12,338000.0,16.66,12,30772.7,50700.0,90+ DPD,12,0.1766,6-12M,2-10L,True,False,False
LN00780,BR42477,Personal,2024-04-27,141000.0,16.16,48,4007.54,78578.12,Current,25,0.2216,24M+,<2L,True,True,False
LN00781,BR82534,Auto,2022-06-21,328000.0,8.56,60,6738.91,109606.67,Current,47,0.08,24M+,2-10L,True,True,False
LN00782,BR47345,Personal,2022-09-21,756000.0,19.53,60,19832.18,284760.0,Current,44,0.2053,24M+,2-10L,True,True,True
LN00783,BR36928,Auto,2022-05-24,851000.0,12.16,36,28330.45,127650.0,Current,36,0.0816,24M+,2-10L,True,True,False
LN00784,BR61347,Personal,2022-09-07,527000.0,22.83,60,14804.95,198503.33,30 DPD,44,0.2383,24M+,2-10L,True,True,True
LN00785,BR41370,Home,2022-06-18,8863000.0,10.76,240,90039.68,7387679.79,Current,47,0.03,24M+,50L+,True,False,False
LN00786,BR75481,Personal,2023-12-03,727000.0,11.4,48,18931.23,353655.21,Current,29,0.13,24M+,2-10L,True,False,False
LN00787,BR11581,Home,2023-02-15,2279000.0,7.55,120,27111.64,1649426.25,Current,39,0.06,24M+,10-50L,True,True,False
LN00788,BR84498,Home,2024-04-23,3655000.0,9.69,240,34524.16,3331380.21,Current,25,0.03,24M+,10-50L,True,False,False
LN00789,BR32645,Home,2024-01-14,1394000.0,8.05,300,10805.33,1283409.33,Current,28,0.03,24M+,10-50L,False,False,False
LN00790,BR18851,Home,2025-09-04,4089000.0,10.78,300,39428.16,3996316.0,Closed,8,0.03,6-12M,10-50L,False,False,False
LN00791,BR17925,Auto,2024-08-13,1722000.0,12.85,36,57896.65,868175.0,Current,21,0.0885,12-24M,10-50L,True,True,False
LN00792,BR75673,Home,2023-03-31,7057000.0,8.74,300,57970.74,6297196.33,Current,38,0.03,24M+,50L+,True,False,False
LN00793,BR20803,Personal,2023-09-17,642000.0,16.53,48,18369.2,278200.0,90+ DPD,32,0.1753,24M+,2-10L,True,False,False
LN00794,BR46368,Auto,2023-01-26,1680000.0,14.0,84,31483.22,1000000.0,Current,40,0.1,24M+,10-50L,True,False,False
LN00795,BR36633,Business,2024-05-07,2439000.0,15.19,24,118479.23,365850.0,Current,24,0.1419,12-24M,10-50L,True,False,False
LN00796,BR86865,Home,2023-01-29,4341000.0,10.2,180,47181.18,3521033.33,Current,40,0.03,24M+,10-50L,True,True,False
LN00797,BR41278,Auto,2024-05-06,1439000.0,10.62,36,46852.48,623566.67,Current,24,0.08,12-24M,10-50L,True,False,False
LN00798,BR66948,Personal,2024-09-18,373000.0,12.43,12,33215.68,55950.0,Current,12,0.1343,6-12M,2-10L,True,False,False
LN00799,BR17212,Business,2023-07-18,2056000.0,13.54,24,98268.29,308400.0,Current,24,0.1254,12-24M,10-50L,False,False,False
LN00800,BR33022,Personal,2022-05-08,534000.0,19.1,36,19601.32,80100.0,60 DPD,36,0.201,24M+,2-10L,True,True,True
LN00801,BR11487,Personal,2026-01-06,104000.0,16.03,12,9437.49,74533.33,Current,4,0.2603,0-6M,<2L,True,True,False
LN00802,BR78551,Personal,2023-04-21,558000.0,18.68,24,28041.33,83700.0,Current,24,0.1968,12-24M,2-10L,True,True,True
LN00803,BR26637,Personal,2024-08-19,213000.0,23.84,60,6107.81,149632.5,30 DPD,21,0.2484,12-24M,2-10L,True,True,True
LN00804,BR13847,Home,2025-06-04,7194000.0,8.13,240,60756.84,6913733.75,Current,11,0.03,6-12M,50L+,True,True,False
LN00805,BR18371,Home,2023-09-05,1248000.0,9.77,240,11853.91,1106560.0,Current,32,0.03,24M+,10-50L,False,False,False
LN00806,BR75031,Business,2022-11-08,2229000.0,12.39,48,59125.85,571181.25,Current,42,0.1139,24M+,10-50L,True,True,False
LN00807,BR75484,Personal,2023-03-22,341000.0,12.66,48,9090.74,111535.42,Current,38,0.1366,24M+,2-10L,True,True,False
LN00808,BR43438,Personal,2025-02-24,617000.0,16.69,60,15231.38,485887.5,Current,15,0.1769,12-24M,2-10L,True,True,False
LN00809,BR25117,Personal,2022-11-13,725000.0,12.07,12,64439.12,108750.0,Current,12,0.1307,6-12M,2-10L,True,False,False
LN00810,BR11610,Business,2023-03-26,1913000.0,20.88,36,71954.59,286950.0,Closed,36,0.1988,24M+,10-50L,False,False,False
LN00811,BR60197,Home,2025-10-29,8440000.0,11.93,180,100914.4,8161011.11,Current,7,0.03,6-12M,50L+,False,False,False
LN00812,BR14635,Personal,2025-01-30,771000.0,15.76,24,37662.2,334100.0,Current,16,0.1676,12-24M,2-10L,True,True,False
LN00813,BR52179,Personal,2022-05-30,305000.0,17.81,60,7713.51,97600.0,Current,48,0.1881,24M+,2-10L,True,True,False
LN00814,BR51934,Personal,2023-10-02,465000.0,17.81,24,23172.04,69750.0,Current,24,0.1881,12-24M,2-10L,True,True,False
LN00815,BR25650,Auto,2025-08-25,1701000.0,11.08,60,37051.76,1484122.5,Current,9,0.08,6-12M,10-50L,True,False,False
LN00816,BR77603,Personal,2025-10-16,245000.0,13.13,60,5590.82,220704.17,Current,7,0.1413,6-12M,2-10L,True,True,False
LN00817,BR70960,Personal,2023-11-02,307000.0,14.15,12,27586.32,46050.0,90+ DPD,12,0.1515,6-12M,2-10L,True,True,False
LN00818,BR82494,Business,2024-05-05,3010000.0,15.47,48,84489.42,1730750.0,90+ DPD,24,0.1447,12-24M,10-50L,True,True,False
LN00819,BR48219,Home,2026-01-15,2253000.0,9.5,300,19684.39,2227466.0,Current,4,0.07,0-6M,10-50L,True,True,False
LN00820,BR58270,Home,2022-08-05,5400000.0,9.31,240,49666.99,4539375.0,Current,45,0.03,24M+,50L+,True,False,False
LN00821,BR81638,Business,2024-12-27,4461000.0,18.23,60,113838.98,3386642.5,90+ DPD,17,0.1723,12-24M,10-50L,True,False,False
LN00822,BR63744,Home,2025-03-29,6586000.0,8.41,180,64507.97,6150592.22,Closed,14,0.03,12-24M,50L+,False,False,False
LN00823,BR93354,Personal,2024-10-11,80000.0,16.92,12,7293.34,12000.0,Current,12,0.2292,6-12M,<2L,True,True,False
LN00824,BR96154,Home,2024-03-16,3050000.0,11.84,120,43477.0,2488291.67,Closed,26,0.06,24M+,10-50L,False,False,False
LN00825,BR79443,Business,2024-05-12,3750000.0,17.33,60,93863.85,2475000.0,30 DPD,24,0.1633,12-24M,10-50L,True,False,False
LN00826,BR17850,Business,2023-09-25,1088000.0,19.91,36,40384.1,265955.56,Current,32,0.1891,24M+,10-50L,True,True,False
LN00827,BR40339,Personal,2024-07-07,646000.0,14.22,24,31083.5,142658.33,Current,22,0.1522,12-24M,2-10L,True,False,False
LN00828,BR21128,Business,2023-12-31,4748000.0,13.49,60,109226.29,2797363.33,Current,29,0.1249,24M+,10-50L,True,False,False
LN00829,BR61688,Home,2023-04-02,9829000.0,9.68,120,128155.52,7252982.92,Current,37,0.06,24M+,50L+,True,True,False
LN00830,BR67014,Business,2022-10-07,3149000.0,15.75,24,153808.94,472350.0,Current,24,0.1475,12-24M,10-50L,True,True,False
LN00831,BR51288,Personal,2024-10-04,202000.0,20.78,24,10358.09,66070.83,30 DPD,19,0.2178,12-24M,2-10L,True,True,True
LN00832,BR45645,Personal,2024-04-03,433000.0,17.15,48,12527.86,241307.29,60 DPD,25,0.1815,24M+,2-10L,True,True,False
LN00833,BR27840,Home,2025-09-01,8790000.0,11.91,180,104986.35,8457933.33,Current,8,0.03,6-12M,50L+,True,False,False
LN00834,BR68925,Home,2025-03-19,8448000.0,10.94,120,116084.47,7610240.0,Current,14,0.06,12-24M,50L+,True,True,False
LN00835,BR80244,Home,2024-04-28,9604000.0,8.4,300,76687.88,8923716.67,Current,25,0.03,24M+,50L+,False,False,False
LN00836,BR70731,Personal,2024-12-02,690000.0,16.43,36,24405.09,413041.67,30 DPD,17,0.1743,12-24M,2-10L,True,True,False
LN00837,BR99922,Auto,2025-05-31,1808000.0,8.44,60,37041.63,1500640.0,Current,12,0.08,6-12M,10-50L,True,True,False
LN00838,BR52964,Business,2022-09-14,2517000.0,17.1,48,72758.43,555837.5,Closed,44,0.161,24M+,10-50L,False,False,False
LN00839,BR56627,Home,2025-07-29,9337000.0,7.59,180,87033.36,8896086.11,Current,10,0.03,6-12M,50L+,False,False,False
LN00840,BR49169,Home,2023-03-17,7189000.0,10.75,300,69164.85,6414984.33,Closed,38,0.03,24M+,50L+,False,False,False
LN00841,BR63004,Auto,2025-02-09,442000.0,10.1,60,9412.96,348075.0,Closed,15,0.08,12-24M,2-10L,False,False,False
LN00842,BR42748,Personal,2022-12-20,653000.0,14.26,48,17929.47,178894.79,Current,41,0.1526,24M+,2-10L,True,False,False
LN00843,BR28322,Personal,2023-06-30,768000.0,10.62,12,67741.06,115200.0,Current,12,0.13,6-12M,2-10L,True,False,False
LN00844,BR39135,Business,2026-01-07,3546000.0,20.28,24,180961.93,3043650.0,30 DPD,4,0.2328,0-6M,10-50L,True,True,False
LN00845,BR58790,Personal,2024-12-22,61000.0,20.46,24,3118.37,24272.92,Current,17,0.2646,12-24M,<2L,True,True,True
LN00846,BR19828,Auto,2022-10-27,1533000.0,9.0,36,48748.99,229950.0,Current,36,0.08,24M+,10-50L,True,False,False
LN00847,BR94670,Auto,2025-09-21,1584000.0,12.61,36,53074.15,1284800.0,Current,8,0.0861,6-12M,10-50L,False,False,False
LN00848,BR53456,Auto,2025-05-13,1723000.0,12.3,72,33954.39,1478908.33,60 DPD,12,0.083,6-12M,10-50L,True,False,False
LN00849,BR16637,Personal,2025-11-05,416000.0,11.55,12,36873.58,239200.0,Current,6,0.17,0-6M,2-10L,True,True,False
LN00850,BR61773,Home,2022-11-13,4664000.0,7.8,180,44034.78,3738973.33,Current,42,0.03,24M+,10-50L,False,False,False
LN00851,BR65923,Personal,2025-12-02,133000.0,21.41,48,4147.82,121223.96,30 DPD,5,0.3141,0-6M,<2L,True,True,True
LN00852,BR34530,Business,2024-02-07,825000.0,21.55,36,31315.39,299062.5,90+ DPD,27,0.2055,24M+,2-10L,True,False,False
LN00853,BR29481,Home,2024-07-07,3696000.0,7.85,240,30570.69,3408020.0,Current,22,0.03,12-24M,10-50L,False,False,False
LN00854,BR42215,Home,2022-08-23,8151000.0,10.68,120,110808.67,5552868.75,Current,45,0.06,24M+,50L+,True,True,False
LN00855,BR82179,Personal,2023-04-16,105000.0,15.94,36,3688.38,15750.0,30 DPD,36,0.2194,24M+,<2L,True,True,False
LN00856,BR60202,Personal,2025-09-29,224000.0,14.29,48,6153.77,192266.67,Current,8,0.1529,6-12M,2-10L,True,False,False
LN00857,BR78919,Auto,2023-09-26,1873000.0,10.84,48,48263.26,811633.33,Current,32,0.08,24M+,10-50L,True,False,False
LN00858,BR81258,Business,2022-07-20,1947000.0,16.76,36,69183.53,292050.0,60 DPD,36,0.1576,24M+,10-50L,True,False,False
LN00859,BR57069,Personal,2023-12-10,530000.0,23.72,12,50044.8,79500.0,Current,12,0.2472,6-12M,2-10L,True,True,True
LN00860,BR55093,Home,2023-01-12,4220000.0,10.42,300,39603.59,3741733.33,Current,40,0.03,24M+,10-50L,False,False,False
LN00861,BR45446,Personal,2023-04-09,716000.0,17.29,60,17906.28,340696.67,Current,37,0.1829,24M+,2-10L,True,False,False
LN00862,BR38707,Home,2025-12-09,6273000.0,10.31,180,68604.61,6124887.5,Current,5,0.07,0-6M,50L+,True,False,False
LN00863,BR71824,Personal,2024-07-05,562000.0,13.77,12,50399.56,84300.0,Current,12,0.1477,6-12M,2-10L,True,False,False
LN00864,BR40508,Auto,2024-01-30,1681000.0,13.63,84,31159.38,1204716.67,Current,28,0.0963,24M+,10-50L,True,False,False
LN00865,BR41608,Home,2025-07-10,5682000.0,8.14,180,54760.38,5413683.33,Current,10,0.03,6-12M,50L+,True,False,False
LN00866,BR17328,Auto,2023-02-04,689000.0,11.48,60,15145.99,308327.5,Current,39,0.08,24M+,2-10L,True,True,False
LN00867,BR60911,Personal,2022-11-09,150000.0,19.0,24,7561.29,22500.0,90+ DPD,24,0.25,12-24M,<2L,True,True,True
LN00868,BR87662,Personal,2025-02-10,611000.0,14.79,36,21117.74,394604.17,30 DPD,15,0.1579,12-24M,2-10L,True,True,False
LN00869,BR13697,Personal,2024-01-28,433000.0,11.13,36,14202.54,146738.89,Current,28,0.13,24M+,2-10L,True,False,False
LN00870,BR83807,Personal,2022-11-26,580000.0,11.35,36,19084.73,87000.0,90+ DPD,36,0.13,24M+,2-10L,True,True,False
LN00871,BR33010,Auto,2023-04-29,207000.0,9.73,48,5223.25,71371.87,Current,37,0.08,24M+,2-10L,True,False,False
LN00872,BR40490,Auto,2025-11-15,769000.0,8.71,72,13751.22,714529.17,Current,6,0.12,0-6M,2-10L,True,False,False
LN00873,BR72650,Personal,2024-11-09,253000.0,21.88,60,6970.33,188485.0,Closed,18,0.2288,12-24M,2-10L,False,False,True
LN00874,BR36406,Personal,2024-03-23,642000.0,22.54,12,60254.56,96300.0,Current,12,0.2354,6-12M,2-10L,True,True,True
LN00875,BR52413,Home,2024-03-05,9189000.0,9.2,180,94297.39,8060795.0,Current,26,0.03,24M+,50L+,True,False,False
LN00876,BR28566,Business,2025-12-18,902000.0,18.87,24,45411.62,742270.83,30 DPD,5,0.2187,0-6M,2-10L,True,True,False
LN00877,BR19506,Home,2023-02-19,4489000.0,10.35,120,60195.91,3248913.75,Current,39,0.06,24M+,10-50L,False,False,False
LN00878,BR23242,Auto,2022-05-16,208000.0,9.17,60,4334.92,66560.0,Current,48,0.08,24M+,2-10L,True,False,False
LN00879,BR30644,Auto,2024-05-23,1399000.0,14.76,60,33106.13,923340.0,30 DPD,24,0.1076,12-24M,10-50L,True,True,False
LN00880,BR95089,Auto,2022-07-02,1911000.0,12.92,72,38280.97,873220.83,Current,46,0.0892,24M+,10-50L,True,False,False
LN00881,BR83659,Personal,2025-02-09,129000.0,21.05,36,4863.4,83312.5,Current,15,0.2705,12-24M,<2L,True,False,True
LN00882,BR32983,Home,2024-10-31,1434000.0,9.12,240,13012.95,1337503.75,Current,19,0.03,12-24M,10-50L,True,True,False
LN00883,BR48602,Business,2024-05-13,2752000.0,16.33,60,67406.78,1816320.0,Current,24,0.1533,12-24M,10-50L,True,True,False
LN00884,BR85082,Home,2025-02-02,2880000.0,9.16,180,29485.63,2676000.0,30 DPD,15,0.03,12-24M,10-50L,True,False,False
LN00885,BR88956,Personal,2022-11-26,89000.0,20.86,48,2749.25,22806.25,Closed,42,0.2686,24M+,<2L,False,False,True
LN00886,BR84127,Home,2022-08-28,8400000.0,11.33,240,88598.17,7061250.0,Current,45,0.03,24M+,50L+,False,False,False
LN00887,BR20198,Personal,2023-04-21,543000.0,16.88,12,49493.26,81450.0,60 DPD,12,0.1788,6-12M,2-10L,True,False,False
LN00888,BR32005,Business,2024-02-21,1471000.0,18.78,36,53757.52,533237.5,30 DPD,27,0.1778,24M+,10-50L,True,False,False
LN00889,BR54007,Home,2022-07-03,3658000.0,8.11,120,44594.54,2466101.67,Current,46,0.06,24M+,10-50L,True,True,False
LN00890,BR42707,Auto,2026-01-08,1529000.0,10.21,72,28488.19,1456797.22,30 DPD,4,0.12,0-6M,10-50L,True,True,False
LN00891,BR24160,Home,2024-02-14,4556000.0,10.71,120,62013.35,3684665.0,Current,27,0.06,24M+,10-50L,False,False,False
LN00892,BR65004,Personal,2025-10-25,718000.0,14.38,12,64595.6,361991.67,90+ DPD,7,0.1538,6-12M,2-10L,True,True,False
LN00893,BR59638,Personal,2023-10-07,94000.0,12.01,24,4425.35,14100.0,Current,24,0.1801,12-24M,<2L,True,True,False
LN00894,BR72847,Home,2023-01-09,3408000.0,11.26,240,35781.99,2925200.0,Current,40,0.03,24M+,10-50L,False,False,False
LN00895,BR39567,Personal,2022-06-08,334000.0,15.05,60,7954.61,111611.67,Current,47,0.1605,24M+,2-10L,True,True,False
LN00896,BR14379,Personal,2023-07-22,143000.0,16.08,24,7007.19,21450.0,90+ DPD,24,0.2208,12-24M,<2L,True,True,False
LN00897,BR23726,Home,2025-12-21,4639000.0,9.89,240,44429.79,4556851.04,Current,5,0.07,0-6M,10-50L,False,False,False
LN00898,BR59212,Home,2024-03-02,1089000.0,9.59,120,14145.11,888442.5,Current,26,0.06,24M+,10-50L,False,False,False
LN00899,BR22203,Business,2025-08-31,2836000.0,18.78,36,103641.29,2233350.0,Current,9,0.1778,6-12M,10-50L,True,False,False
LN00900,BR73273,Personal,2022-10-03,630000.0,20.93,36,23712.66,94500.0,90+ DPD,36,0.2193,24M+,2-10L,True,False,True
LN00901,BR31626,Home,2023-09-01,9784000.0,8.06,120,119017.34,7566293.33,30 DPD,32,0.06,24M+,50L+,True,True,False
LN00902,BR23272,Personal,2023-08-26,628000.0,21.4,60,17131.12,334410.0,Current,33,0.224,24M+,2-10L,True,True,True
LN00903,BR63645,Personal,2024-12-07,249000.0,10.74,36,8121.32,149054.17,Current,17,0.13,12-24M,2-10L,True,False,False
LN00904,BR46899,Personal,2023-01-21,630000.0,17.49,60,15823.59,273000.0,Current,40,0.1849,24M+,2-10L,True,True,False
LN00905,BR61498,Personal,2024-10-02,329000.0,10.52,36,10696.41,181406.94,Current,19,0.13,12-24M,2-10L,True,False,False
LN00906,BR30131,Personal,2023-01-02,535000.0,23.65,60,15282.37,231833.33,60 DPD,40,0.2465,24M+,2-10L,True,True,True
LN00907,BR21485,Auto,2024-01-24,242000.0,14.29,36,8305.11,82011.11,Closed,28,0.1029,24M+,2-10L,False,False,False
LN00908,BR72957,Auto,2022-05-17,1605000.0,11.21,60,35064.91,513600.0,Current,48,0.08,24M+,10-50L,True,True,False
LN00909,BR32391,Personal,2025-07-17,277000.0,11.39,24,12960.58,178895.83,Closed,10,0.13,6-12M,2-10L,False,False,False
LN00910,BR25139,Personal,2025-08-17,235000.0,17.04,36,8383.07,185062.5,Current,9,0.1804,6-12M,2-10L,True,False,False
LN00911,BR96643,Auto,2023-11-09,1053000.0,8.4,60,21553.19,605475.0,Current,30,0.08,24M+,10-50L,True,False,False
LN00912,BR60793,Business,2025-07-29,4742000.0,19.85,48,143922.07,3902270.83,Current,10,0.1885,6-12M,10-50L,True,True,False
LN00913,BR58418,Business,2024-01-03,2950000.0,21.63,36,112097.96,999722.22,Current,28,0.2063,24M+,10-50L,True,True,False
LN00914,BR67637,Personal,2023-08-03,324000.0,13.54,24,15485.86,48600.0,Closed,24,0.1454,12-24M,2-10L,False,False,False
LN00915,BR45200,Personal,2024-08-10,156000.0,18.9,48,4656.19,97987.5,Current,21,0.249,12-24M,<2L,True,False,True
LN00916,BR97486,Auto,2025-09-27,1241000.0,9.03,84,19985.45,1140538.1,Current,8,0.08,6-12M,10-50L,True,False,False
LN00917,BR80968,Auto,2025-08-09,1345000.0,10.72,36,43855.44,1059187.5,Current,9,0.08,6-12M,10-50L,True,False,False
LN00918,BR17993,Auto,2022-10-12,668000.0,10.42,72,12517.21,328897.22,Current,43,0.08,24M+,2-10L,True,False,False
